session_id,year,event_name,event_date,session_type,sid
2025_2025-05-18_Emilia_Romagna_Grand_Prix_FP1,2025,2025-05-18 Emilia Romagna Grand Prix,2025-05-16,Practice 1,FP1
2025_2025-05-18_Emilia_Romagna_Grand_Prix_FP2,2025,2025-05-18 Emilia Romagna Grand Prix,2025-05-16,Practice 2,FP2
2025_2025-05-18_Emilia_Romagna_Grand_Prix_FP3,2025,2025-05-18 Emilia Romagna Grand Prix,2025-05-17,Practice 3,FP3
2025_2025-05-18_Emilia_Romagna_Grand_Prix_Q,2025,2025-05-18 Emilia Romagna Grand Prix,2025-05-17,Qualifying,Q
2025_2025-05-18_Emilia_Romagna_Grand_Prix_R,2025,2025-05-18 Emilia Romagna Grand Prix,2025-05-18,Race,R
2025_2025-05-25_Monaco_Grand_Prix_FP1,2025,2025-05-25 Monaco Grand Prix,2025-05-23,Practice 1,FP1
2025_2025-05-25_Monaco_Grand_Prix_FP2,2025,2025-05-25 Monaco Grand Prix,2025-05-23,Practice 2,FP2
2025_2025-05-25_Monaco_Grand_Prix_FP3,2025,2025-05-25 Monaco Grand Prix,2025-05-24,Practice 3,FP3
2025_2025-05-25_Monaco_Grand_Prix_Q,2025,2025-05-25 Monaco Grand Prix,2025-05-24,Qualifying,Q
2025_2025-05-25_Monaco_Grand_Prix_R,2025,2025-05-25 Monaco Grand Prix,2025-05-25,Race,R
2025_2025-06-01_Spanish_Grand_Prix_FP1,2025,2025-06-01 Spanish Grand Prix,2025-05-30,Practice 1,FP1
2025_2025-06-01_Spanish_Grand_Prix_FP2,2025,2025-06-01 Spanish Grand Prix,2025-05-30,Practice 2,FP2
2025_2025-06-01_Spanish_Grand_Prix_FP3,2025,2025-06-01 Spanish Grand Prix,2025-05-31,Practice 3,FP3
2025_2025-06-01_Spanish_Grand_Prix_Q,2025,2025-06-01 Spanish Grand Prix,2025-05-31,Qualifying,Q
2025_2025-06-01_Spanish_Grand_Prix_R,2025,2025-06-01 Spanish Grand Prix,2025-06-01,Race,R
2025_2025-06-15_Canadian_Grand_Prix_FP1,2025,2025-06-15 Canadian Grand Prix,2025-06-13,Practice 1,FP1
2025_2025-06-15_Canadian_Grand_Prix_FP2,2025,2025-06-15 Canadian Grand Prix,2025-06-13,Practice 2,FP2
2025_2025-06-15_Canadian_Grand_Prix_FP3,2025,2025-06-15 Canadian Grand Prix,2025-06-14,Practice 3,FP3
2025_2025-06-15_Canadian_Grand_Prix_Q,2025,2025-06-15 Canadian Grand Prix,2025-06-14,Qualifying,Q
2025_2025-06-15_Canadian_Grand_Prix_R,2025,2025-06-15 Canadian Grand Prix,2025-06-15,Race,R
2025_2025-06-29_Austrian_Grand_Prix_FP1,2025,2025-06-29 Austrian Grand Prix,2025-06-27,Practice 1,FP1
2025_2025-06-29_Austrian_Grand_Prix_FP2,2025,2025-06-29 Austrian Grand Prix,2025-06-27,Practice 2,FP2
2025_2025-06-29_Austrian_Grand_Prix_FP3,2025,2025-06-29 Austrian Grand Prix,2025-06-28,Practice 3,FP3
2025_2025-06-29_Austrian_Grand_Prix_Q,2025,2025-06-29 Austrian Grand Prix,2025-06-28,Qualifying,Q
2025_2025-06-29_Austrian_Grand_Prix_R,2025,2025-06-29 Austrian Grand Prix,2025-06-29,Race,R
